State,FIPS,County,Population,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Latitude,Longitude,Wind Speed (mph)
IN,18133,Putnam,"37,963",480.528,2.164,482.692,39.665545,–86.853325,16.5
MO,29171,Putnam,"4,979",517.317,2.294,519.611,40.478606,–93.014531,13.73
NY,36079,Putnam,"99,710",230.312,15.939,246.251,41.427904,–73.743882,11.57
OH,39137,Putnam,"34,499",482.522,1.778,484.3,41.024533,–84.129879,18.08
TN,47141,Putnam,"72,321",401.103,1.461,402.564,36.140807,–85.496928,18.03
WV,54079,Putnam,"55,486",345.669,4.73,350.399,38.510513,–81.906109,16.83
NM,35037,Quay,"9,041","2,874.35",7.234,"2,881.58",35.107018,–103.548071,19.45
MD,24035,Queen Anne's,"47,798",371.908,138.784,510.692,39.040693,–76.082405,17.98
NY,36081,Queens [10],"2,230,722",108.532,69.675,178.207,40.658557,–73.837929,15.87
GA,13239,Quitman,"2,513",151.237,9.328,160.565,31.861487,–85.009317,18.91
MS,28119,Quitman,"8,223",405.012,1.419,406.431,34.25264,–90.290525,16.62
GA,13241,Rabun,"16,276",369.993,6.89,376.883,34.883026,–83.404735,19.02
WI,55101,Racine,"195,408",332.501,459.616,792.117,42.754075,–87.414676,18.72
VA,51750,Radford [9],"16,408",9.872,0.335,10.207,37.120036,–80.557048,14.59
TX,48379,Rains,"10,914",229.452,29.376,258.828,32.87058,–95.795440,13.35
WV,54081,Raleigh,"78,859",605.351,3.996,609.347,37.76247,–81.264671,16.44
MO,29173,Ralls,"10,167",469.781,14.053,483.834,39.553455,–91.524787,16.59
MN,27123,Ramsey,"508,640",152.212,17.866,170.078,45.01525,–93.100141,18.79
ND,38071,Ramsey,"11,451","1,186.85",114.061,"1,300.92",48.265551,–98.737329,14.82
TX,48381,Randall,"120,725",911.544,10.885,922.429,34.962529,–101.895547,19.12
AL,1111,Randolph,"22,913",580.55,3.585,584.135,33.296475,–85.464068,16.65
AR,5121,Randolph,"17,969",652.191,3.849,656.04,36.341299,–91.028441,19.18
GA,13243,Randolph,"7,719",428.236,2.637,430.873,31.762651,–84.752311,15.49
IL,17157,Randolph,"33,476",575.5,21.705,597.205,38.056515,–89.821210,19.72
IN,18135,Randolph,"26,171",452.379,0.935,453.314,40.164414,–85.005004,16.36
MO,29175,Randolph,"25,414",482.684,5.141,487.825,39.441601,–92.492725,19.61
NC,37151,Randolph,"141,752",782.517,6.833,789.35,35.709915,–79.806215,21.93
WV,54083,Randolph,"29,405","1,039.68",0.265,"1,039.95",38.781087,–79.867783,21.11
MS,28121,Rankin,"141,617",775.485,30.601,806.086,32.262057,–89.946552,20.16
ND,38073,Ransom,"5,457",862.357,1.383,863.74,46.449276,–97.647554,16.36
LA,22079,Rapides,"131,613","1,317.96",43.695,"1,361.66",31.193204,–92.535953,17.29
VA,51157,Rappahannock,"7,373",266.227,0.799,267.026,38.684522,–78.168824,19.73
MT,30081,Ravalli,"40,212","2,390.82",9.381,"2,400.20",46.079298,–114.119065,15.52
KS,20153,Rawlins,"2,519","1,069.42",0.16,"1,069.58",39.786198,–101.076738,18.83
MO,29177,Ray,"23,494",568.805,5.131,573.936,39.308401,–93.995746,21.32
TX,48383,Reagan,"3,367","1,175.30",0.692,"1,175.99",31.372895,–101.513901,21.72
TX,48385,Real,"3,309",699.195,0.906,700.101,29.82303,–99.805303,13.87
MN,27125,Red Lake,"4,089",432.407,0.088,432.495,47.865487,–96.087180,15.11
LA,22081,Red River,"9,091",389.09,13.254,402.344,32.101213,–93.349050,23.35
TX,48387,Red River,"12,860","1,036.58",20.158,"1,056.74",33.619626,–95.048429,19.55
NE,31145,Red Willow,"11,055",716.985,1.021,718.006,40.16942,–100.468576,19.82
MN,27127,Redwood,"16,059",878.572,3.178,881.75,44.403536,–95.254242,17.68
TX,48389,Reeves,"13,783","2,635.38",6.717,"2,642.09",31.308366,–103.712706,16.9
TX,48391,Refugio,"7,383",770.444,47.799,818.243,28.312496,–97.160479,19.9
KS,20155,Reno,"64,511","1,255.35",16.764,"1,272.11",37.948185,–98.078346,16.29
NY,36083,Rensselaer,"159,429",652.431,12.962,665.393,42.710421,–73.513845,22.58
MN,27129,Renville,"15,730",982.906,4.19,987.096,44.723697,–94.955617,19.02
ND,38075,Renville,"2,470",877.053,15.694,892.747,48.712782,–101.658152,17.41
KS,20157,Republic,"4,980",717.371,3.076,720.447,39.82891,–97.650921,16.59
MO,29179,Reynolds,"6,696",808.478,5.935,814.413,37.360857,–90.969516,18.33
TN,47143,Rhea,"31,809",315.377,21.028,336.405,35.600587,–84.949552,17.79
KS,20159,Rice,"10,083",726.237,1.726,727.963,38.347178,–98.201415,22.9
MN,27131,Rice,"64,142",495.684,20.251,515.935,44.350943,–93.298503,20.76
UT,49033,Rich,"2,264","1,028.78",57.582,"1,086.36",41.627598,–111.240227,17.64
NE,31147,Richardson,"8,363",551.84,2.733,554.573,40.123743,–95.718603,15.42
IL,17159,Richland,"16,233",359.99,1.906,361.896,38.71155,–88.085698,20.38
LA,22083,Richland,"20,725",559.043,5.473,564.516,32.418121,–91.758375,17.1
MT,30083,Richland,"9,746","2,084.14",19.144,"2,103.29",47.785513,–104.563387,16.6
ND,38077,Richland,"16,321","1,435.78",9.666,"1,445.45",46.265219,–96.937960,22.05
OH,39139,Richland,"124,475",495.269,4.809,500.078,40.774167,–82.542715,12.33
SC,45079,Richland,"384,504",757.068,14.643,771.711,34.029783,–80.896566,20.3
WI,55103,Richland,"18,021",586.151,3.148,589.299,43.376199,–90.435693,17.83
GA,13245,Richmond,"200,549",324.326,4.265,328.591,33.361487,–82.074998,16.39
NC,37153,Richmond,"46,639",473.821,6.097,479.918,35.001957,–79.747809,14.21
VA,51159,Richmond,"9,254",191.492,24.865,216.357,37.942894,–76.730561,18.42
NY,36085,Richmond [10],"468,730",58.37,43.921,102.291,40.563855,–74.137063,18.67
VA,51760,Richmond [9],"204,214",59.805,2.657,62.462,37.531399,–77.476009,16.32
KS,20161,Riley,"71,115",609.771,12.185,621.956,39.291211,–96.727489,17.1
IA,19159,Ringgold,"5,131",535.498,3.367,538.865,40.735334,–94.244251,19.75
NM,35039,Rio Arriba,"40,246","5,860.84",35.313,"5,896.15",36.509669,–106.693983,14.91
CO,8103,Rio Blanco,"6,666","3,220.93",1.88,"3,222.81",39.972606,–108.200685,16.71
CO,8105,Rio Grande,"11,982",911.958,0.38,912.338,37.485763,–106.453214,19.91
IN,18137,Ripley,"28,818",446.426,1.636,448.062,39.10023,–85.260541,18.86
MO,29181,Ripley,"14,100",629.537,2.104,631.641,36.648902,–90.867060,18.61
WV,54085,Ritchie,"10,449",451.991,1.708,453.699,39.177112,–81.066317,19.88
CA,6065,Riverside,"2,189,641","7,206.48",96.94,"7,303.42",33.729828,–116.002239,16.23
TN,47145,Roane,"54,181",360.708,34.269,394.977,35.847472,–84.523861,18.44
WV,54087,Roane,"14,926",483.563,0.156,483.719,38.743033,–81.354502,16.58
VA,51161,Roanoke,"92,376",250.518,0.729,251.247,37.331077,–80.190110,15.93
VA,51770,Roanoke [9],"97,032",42.562,0.341,42.903,37.27783,–79.958472,24.32
SD,46109,Roberts,"10,149","1,101.04",34.729,"1,135.77",45.623397,–96.947551,17.83
TX,48393,Roberts,929,924.058,0.134,924.192,35.836216,–100.807555,16.9
KY,21201,Robertson,"2,282",99.911,0.187,100.098,38.513826,–84.063757,15.36
TN,47147,Robertson,"66,283",476.287,0.174,476.461,36.52753,–86.869377,15.69
TX,48395,Robertson,"16,622",855.683,9.67,865.353,31.025481,–96.514941,21.49
NC,37155,Robeson,"134,168",949.221,1.766,950.987,34.63921,–79.100881,15.66
MN,27133,Rock,"9,687",482.455,0.27,482.725,43.669587,–96.263238,13.86
NE,31149,Rock,"1,526","1,008.32",3.401,"1,011.72",42.413325,–99.458530,18.33
WI,55105,Rock,"160,331",718.142,7.964,726.106,42.669931,–89.075119,14.32
IL,17161,Rock Island,"147,546",427.636,23.652,451.288,41.468404,–90.572203,19
VA,51163,Rockbridge,"22,307",597.558,3.414,600.972,37.814517,–79.447754,14.33
KY,21203,Rockcastle,"17,056",316.545,1.551,318.096,37.36122,–84.314419,14.45
GA,13247,Rockdale,"85,215",129.793,2.305,132.098,33.652081,–84.026370,14.5
NH,33015,Rockingham,"295,223",694.72,100.39,795.11,42.98936,–71.099437,14.67
NC,37157,Rockingham,"93,643",565.551,7.154,572.705,36.380927,–79.782889,17.21
VA,51165,Rockingham,"76,314",849.086,4.271,853.357,38.511257,–78.876307,20.6
NY,36087,Rockland,"311,687",173.55,25.792,199.342,41.154785,–74.024772,21.47
TX,48397,Rockwall,"78,337",127.036,21.681,148.717,32.889216,–96.407501,19.29
OK,40129,Roger Mills,"3,647","1,141.14",5.288,"1,146.42",35.708554,–99.741572,19.96
OK,40131,Rogers,"86,905",675.632,35.865,711.497,36.378082,–95.601337,17.44
ND,38079,Rolette,"13,937",903.079,36.262,939.341,48.768272,–99.840463,19.09
KS,20163,Rooks,"5,181",890.533,4.619,895.152,39.346006,–99.324492,17.42
MT,30085,Roosevelt,"10,425","2,354.79",14.624,"2,369.42",48.282747,–104.995170,18.87
NM,35041,Roosevelt,"19,846","2,447.43",7.222,"2,454.65",34.021457,–103.482725,16.31
MI,26143,Roscommon,"24,449",519.636,60.396,580.032,44.339517,–84.611272,15.99
MN,27135,Roseau,"15,629","1,671.60",6.535,"1,678.14",48.761066,–95.821530,19.85
MT,30087,Rosebud,"9,233","5,010.40",16.605,"5,027.01",46.161734,–106.701953,16.34
OH,39141,Ross,"78,064",689.188,3.837,693.025,39.323763,–83.059585,27.55
CO,8107,Routt,"23,509","2,362.03",6.11,"2,368.14",40.48316,–106.985289,16.79
KY,21205,Rowan,"23,333",279.795,6.471,286.266,38.205894,–83.425969,17.29
NC,37159,Rowan,"138,428",511.374,12.351,523.725,35.639218,–80.525344,17.89
TX,48399,Runnels,"10,501","1,050.95",6.151,"1,057.10",31.833311,–99.967856,23.46
IN,18139,Rush,"17,392",408.124,0.337,408.461,39.622312,–85.466527,17.53
KS,20165,Rush,"3,307",717.763,0.21,717.973,38.523592,–99.309183,15.05
TX,48401,Rusk,"53,330",924.027,14.38,938.407,32.109423,–94.756382,16.5
WI,55107,Rusk,"14,755",913.585,17.298,930.883,45.472734,–91.136745,17.03
AL,1113,Russell,"52,947",641.14,6.052,647.192,32.289811,–85.186980,19.66
KS,20167,Russell,"6,970",886.26,13.176,899.436,38.916839,–98.765638,15.42
KY,21207,Russell,"17,565",253.657,29.218,282.875,36.989127,–85.058976,16.01
VA,51167,Russell,"28,897",473.822,2.932,476.754,36.93342,–82.095934,18.85
NC,37161,Rutherford,"67,810",564.151,1.699,565.85,35.402747,–81.919583,19.55
TN,47149,Rutherford,"262,604",619.364,4.689,624.053,35.843369,–86.417213,19.21
VT,50021,Rutland,"61,642",929.821,14.959,944.78,43.580844,–73.038196,16.46
LA,22085,Sabine,"24,233",866.659,144.96,"1,011.62",31.560209,–93.559228,21.39
TX,48403,Sabine,"10,834",491.39,85.26,576.65,31.3433,–93.851913,15.35
IA,19161,Sac,"10,350",575.012,3.319,578.331,42.387526,–95.105224,7.3
CA,6067,Sacramento,"1,418,788",964.644,29.374,994.018,38.450011,–121.340441,19.97
ME,23023,Sagadahoc,"35,293",253.695,116.345,370.04,43.916694,–69.843994,15.11
MI,26145,Saginaw,"200,169",800.114,15.852,815.966,43.328267,–84.055410,19.88
CO,8109,Saguache,"6,108","3,168.53",1.72,"3,170.25",38.033952,–106.246675,15.28
NJ,34033,Salem,"66,083",331.899,40.43,372.329,39.573828,–75.357356,21.91
VA,51775,Salem [9],"24,802",14.437,0.102,14.539,37.285333,–80.055241,18.76
AR,5125,Saline,"107,118",723.604,6.886,730.49,34.648525,–92.674463,18.59
IL,17165,Saline,"24,913",379.819,6.961,386.78,37.751653,–88.545031,23.87
KS,20169,Saline,"55,606",720.225,1.085,721.31,38.786327,–97.650153,13.45
MO,29195,Saline,"23,370",755.504,11.412,766.916,39.13584,–93.204164,8.54
NE,31151,Saline,"14,200",574.018,2.291,576.309,40.516802,–97.131755,16.81
UT,49035,Salt Lake,"1,029,655",742.282,65.085,807.367,40.667882,–111.924244,20.98
SC,45081,Saluda,"19,875",452.778,9.042,461.82,34.005278,–81.727903,17.28
NC,37163,Sampson,"63,431",944.74,1.855,946.595,34.990575,–78.371382,11.99
TX,48405,San Augustine,"8,865",530.657,61.64,592.297,31.382449,–94.163180,21
CA,6069,San Benito,"55,269","1,388.71",1.759,"1,390.47",36.610702,–121.085296,14.82
CA,6071,San Bernardino,"2,035,210","20,056.94",47.888,"20,104.83",34.85722,–116.181197,21.06
CA,6073,San Diego,"3,095,313","4,206.63",319.055,"4,525.69",33.023604,–116.776117,17.19
CA,6075,San Francisco,"805,235",46.873,185.016,231.889,37.727239,–123.032229,16.27
TX,48407,San Jacinto,"26,384",569.243,58.668,627.911,30.574218,–95.162852,13.24
CA,6077,San Joaquin,"685,306","1,391.32",35.177,"1,426.50",37.935034,–121.272237,16.39
CO,8111,San Juan,699,387.488,0.786,388.274,37.781075,–107.670257,11.35
NM,35045,San Juan,"130,044","5,513.07",25.357,"5,538.42",36.511625,–108.324578,21.3
UT,49037,San Juan,"14,746","7,819.99",113.165,"7,933.15",37.623064,–109.789320,13.46
WA,53055,San Juan,"15,769",173.915,447.149,621.064,48.508862,–123.100616,17.94
CA,6079,San Luis Obispo,"269,637","3,298.57",316.98,"3,615.55",35.385227,–120.447540,15.55
CA,6081,San Mateo,"718,451",448.408,292.551,740.959,37.414664,–122.371542,17.96
CO,8113,San Miguel,"7,359","1,286.61",2.013,"1,288.62",38.009374,–108.427326,18.33
NM,35047,San Miguel,"29,393","4,715.82",19.838,"4,735.66",35.476876,–104.803515,20.74
TX,48409,San Patricio,"64,804",693.451,14.494,707.945,28.011782,–97.517165,18.81
TX,48411,San Saba,"6,131","1,135.30",3.117,"1,138.41",31.155138,–98.819292,19.41
SD,46111,Sanborn,"2,355",569.321,1.155,570.476,44.021032,–98.092105,15.5
MT,30089,Sanders,"11,413","2,760.52",29.46,"2,789.98",47.756469,–115.180225,18.59
NM,35043,Sandoval,"131,561","3,710.65",5.293,"3,715.94",35.685073,–106.882618,15.59
OH,39143,Sandusky,"60,944",408.453,9.254,417.707,41.355291,–83.142735,16.9
IL,17167,Sangamon,"197,465",868.302,8.717,877.019,39.756378,–89.662311,18.15
MI,26151,Sanilac,"43,114",962.566,627.375,"1,589.94",43.449155,–82.642815,10.91
UT,49039,Sanpete,"27,822","1,590.15",12.385,"1,602.54",39.380588,–111.570451,15.54
CA,6083,Santa Barbara,"423,895","2,735.09","1,053.99","3,789.08",34.537378,–120.038485,13.77
CA,6085,Santa Clara,"1,781,642","1,290.10",13.967,"1,304.07",37.220777,–121.690622,14.81
AZ,4023,Santa Cruz,"47,420","1,236.92",1.192,"1,238.11",31.525904,–110.845190,21.96
CA,6087,Santa Cruz,"262,382",445.17,161.996,607.166,37.012488,–122.007205,14.82
NM,35049,Santa Fe,"144,170","1,909.41",1.457,"1,910.87",35.513722,–105.966441,18.48
FL,12113,Santa Rosa,"151,372","1,011.61",162.173,"1,173.78",30.703633,–87.014255,13.87
FL,12115,Sarasota,"379,448",555.868,169.476,725.344,27.184386,–82.365835,13.74
NY,36091,Saratoga,"219,607",809.984,33.824,843.808,43.106135,–73.855387,15.87
ND,38081,Sargent,"3,829",858.513,8.386,866.899,46.108206,–97.630030,22.11
NE,31153,Sarpy,"158,840",238.99,8.533,247.523,41.115064,–96.109125,17.06
WI,55111,Sauk,"61,976",830.902,17.715,848.617,43.427998,–89.943329,12.67
NE,31155,Saunders,"20,780",750.234,9.586,759.82,41.223152,–96.640923,16.21
WI,55113,Sawyer,"16,557","1,257.31",92.961,"1,350.27",45.864913,–91.147130,22.19
NY,36093,Schenectady,"154,727",204.516,4.87,209.386,42.817542,–74.043583,19.49
TX,48413,Schleicher,"3,461","1,310.63",0.034,"1,310.66",30.896233,–100.527216,15
GA,13249,Schley,"5,010",166.906,0.918,167.824,32.263441,–84.322724,16.35
NY,36095,Schoharie,"32,749",621.819,4.508,626.327,42.591294,–74.438172,16
MI,26153,Schoolcraft,"8,485","1,171.36",712.621,"1,883.98",46.020758,–86.199352,18.1
IL,17169,Schuyler,"7,544",437.273,4.059,441.332,40.156905,–90.613464,19.71
MO,29197,Schuyler,"4,431",307.303,0.856,308.159,40.469361,–92.519016,16.25
NY,36097,Schuyler,"18,343",328.333,13.995,342.328,42.419776,–76.938604,15.27
PA,42107,Schuylkill,"148,289",778.634,4.181,782.815,40.70369,–76.217800,21.71
OH,39145,Scioto,"79,499",610.213,5.935,616.148,38.815019,–82.999028,12.85
MO,29199,Scotland,"4,843",436.671,2.625,439.296,40.447686,–92.142824,15.84
NC,37165,Scotland,"36,157",318.845,1.479,320.324,34.840023,–79.477337,14.32
AR,5127,Scott,"11,233",892.32,5.753,898.073,34.858869,–94.063641,14.92
IL,17171,Scott,"5,355",250.913,1.858,252.771,39.63698,–90.477759,24.91
IN,18143,Scott,"24,181",190.397,2.351,192.748,38.679431,–85.751898,19.98
IA,19163,Scott,"165,224",458.089,10.122,468.211,41.641679,–90.622290,16.75
KS,20171,Scott,"4,936",717.544,0.118,717.662,38.481877,–100.906360,16.8
KY,21209,Scott,"47,173",281.766,3.667,285.433,38.289882,–84.579376,18.32
MN,27139,Scott,"129,928",356.476,11.907,368.383,44.651932,–93.534553,17.86
MS,28123,Scott,"28,264",609.185,1.205,610.39,32.427127,–89.533209,21.05
MO,29201,Scott,"39,191",419.99,5.867,425.857,37.047793,–89.568098,20.18
TN,47151,Scott,"22,228",532.297,0.932,533.229,36.437239,–84.498386,15.94
VA,51169,Scott,"23,177",535.53,3.109,538.639,36.712778,–82.613627,20.41
NE,31157,Scotts Bluff,"36,970",739.401,5.961,745.362,41.851589,–103.705860,22.23
GA,13251,Screven,"14,593",645.101,10.768,655.869,32.744751,–81.617585,15.41
TX,48415,Scurry,"16,921",905.444,2.1,907.544,32.744462,–100.913399,19.29
AR,5129,Searcy,"8,195",666.095,2.416,668.511,35.90966,–92.699351,20.34
AR,5131,Sebastian,"125,744",531.911,14.249,546.16,35.196981,–94.274989,19.9
CO,8115,Sedgwick,"2,379",548.041,1.363,549.404,40.871568,–102.355358,17.22
KS,20173,Sedgwick,"498,365",997.512,11.609,"1,009.12",37.683807,–97.459451,18.9
FL,12117,Seminole,"422,718",309.221,36.073,345.294,28.690079,–81.131980,21.45
GA,13253,Seminole,"8,729",235.226,21.33,256.556,30.933894,–84.867592,15.57
OK,40133,Seminole,"25,482",632.837,7.637,640.474,35.158366,–96.602858,17.54
NY,36099,Seneca,"35,251",323.705,66.734,390.439,42.782294,–76.827088,14.93
OH,39147,Seneca,"56,745",551.017,1.776,552.793,41.120008,–83.127436,15.87
TN,47153,Sequatchie,"14,112",265.858,0.186,266.044,35.372335,–85.410344,21.85
OK,40135,Sequoyah,"42,391",673.271,40.881,714.152,35.502435,–94.750757,16.55
AR,5133,Sevier,"17,058",565.126,16.151,581.277,33.994608,–94.243290,19.58
TN,47155,Sevier,"89,889",592.5,5.218,597.718,35.791284,–83.521955,17.36
UT,49041,Sevier,"20,802","1,910.58",7.822,"1,918.40",38.746825,–111.811930,14.62
KS,20175,Seward,"22,952",639.497,0.989,640.486,37.180585,–100.854741,15.99
NE,31159,Seward,"16,750",571.428,4.459,575.887,40.871944,–97.140383,17.86
TX,48417,Shackelford,"3,378",914.286,1.262,915.548,32.743788,–99.347045,21.54
MO,29203,Shannon,"8,441","1,003.82",0.179,"1,004.00",37.15198,–91.398364,16.19
MS,28125,Sharkey,"4,916",431.72,3.4,435.12,32.89249,–90.827388,18.69
AR,5135,Sharp,"17,264",604.439,1.997,606.436,36.173399,–91.471069,16.28
CA,6089,Shasta,"177,223","3,775.40",72.02,"3,847.42",40.760522,–122.043550,15.17
WI,55115,Shawano,"41,949",893.057,16.415,909.472,44.789641,–88.755813,27.92
KS,20177,Shawnee,"177,934",544.016,11.71,555.726,39.041805,–95.755664,19.64
WI,55117,Sheboygan,"115,507",511.265,759.957,"1,271.22",43.746002,–87.730546,14.54
AL,1117,Shelby,"195,085",784.93,24.595,809.525,33.262937,–86.678104,13.63
IL,17173,Shelby,"22,363",758.523,9.547,768.07,39.384926,–88.798862,16.68
IN,18145,Shelby,"44,436",411.147,1.609,412.756,39.524135,–85.792174,18.75
IA,19165,Shelby,"12,167",590.779,0.574,591.353,41.679014,–95.308917,16.97
KY,21211,Shelby,"42,074",379.636,6.035,385.671,38.239426,–85.228360,17.21
MO,29205,Shelby,"6,373",500.864,1.454,502.318,39.797531,–92.088719,13.53
OH,39149,Shelby,"49,423",407.675,3.017,410.692,40.33668,–84.204143,16.21
TN,47157,Shelby,"927,644",763.174,21.844,785.018,35.183794,–89.895397,17.42
TX,48419,Shelby,"25,448",795.583,39.034,834.617,31.790137,–94.142565,23.13
VA,51171,Shenandoah,"41,993",508.776,3.398,512.174,38.856204,–78.573987,14.59
MN,27141,Sherburne,"88,499",432.917,18.126,451.043,45.443171,–93.775092,20.02
KS,20179,Sheridan,"2,556",895.957,0.25,896.207,39.350543,–100.441206,17.63
MT,30091,Sheridan,"3,384","1,677.08",29.013,"1,706.09",48.705523,–104.533913,20.02
NE,31161,Sheridan,"5,469","2,440.86",28.935,"2,469.80",42.507074,–102.389698,21.33
ND,38083,Sheridan,"1,321",972.379,33.26,"1,005.64",47.581373,–100.341499,14.73
WY,56033,Sheridan,"29,116","2,523.99",3.084,"2,527.08",44.781369,–106.881211,18.03
KS,20181,Sherman,"6,010","1,056.07",0.212,"1,056.28",39.351352,–101.719859,19.46
NE,31163,Sherman,"3,152",565.828,5.816,571.644,41.218743,–98.972849,19.47
OR,41055,Sherman,"1,765",823.694,7.492,831.186,45.399216,–120.678512,17.65
TX,48421,Sherman,"3,034",923.035,0.166,923.201,36.277628,–101.894716,21.34
MI,26155,Shiawassee,"70,648",530.668,10.28,540.948,42.951545,–84.146352,13.78
ID,16079,Shoshone,"12,765","2,629.67",5.458,"2,635.12",47.347694,–115.885092,17.95
MN,27143,Sibley,"15,226",588.779,11.742,600.521,44.575734,–94.230123,19.29
CA,6091,Sierra,"3,240",953.214,8.996,962.21,39.576925,–120.521993,17.28
NM,35051,Sierra,"11,988","4,178.96",57.268,"4,236.22",33.119479,–107.188161,16.28
MT,30093,Silver Bow,"34,200",718.477,0.575,719.052,45.895959,–112.660222,18.47
KY,21213,Simpson,"17,327",234.204,2.262,236.466,36.740863,–86.581464,14.98
MS,28127,Simpson,"27,503",589.163,1.306,590.469,31.902503,–89.917707,20.06
IA,19167,Sioux,"33,704",768.332,0.659,768.991,43.082854,–96.177929,16.3
NE,31165,Sioux,"1,311","2,066.74",0.723,"2,067.46",42.483806,–103.742605,19.58
ND,38085,Sioux,"4,153","1,094.09",34.151,"1,128.25",46.109282,–101.047525,15.44
CA,6093,Siskiyou,"44,900","6,277.89",69.456,"6,347.34",41.587986,–122.533287,21.58
AK,2220,Sitka,"8,881","2,870.34","1,941.09","4,811.43",57.142509,–135.332624,20.07
WA,53057,Skagit,"116,901","1,731.20",188.931,"1,920.13",48.493066,–121.816278,17.39
AK,2230,Skagway,968,452.325,11.711,464.036,59.575097,–135.335418,19.73
WA,53059,Skamania,"11,066","1,655.68",28.129,"1,683.81",46.024782,–121.953227,21.77
ND,38087,Slope,727,"1,214.92",4.239,"1,219.16",46.445834,–103.462462,21.21
KS,20183,Smith,"3,853",895.465,1.5,896.965,39.78466,–98.785430,16.15
MS,28129,Smith,"16,491",636.252,1.019,637.271,32.019034,–89.494973,18.64
TN,47159,Smith,"19,166",314.289,11.084,325.373,36.25565,–85.942078,16.57
TX,48423,Smith,"209,714",921.454,28.267,949.721,32.377093,–95.269630,16.11
VA,51173,Smyth,"32,208",450.928,1.361,452.289,36.842318,–81.539786,19.97
WA,53061,Snohomish,"713,335","2,087.27",109.024,"2,196.30",48.054913,–121.766412,19.94
PA,42109,Snyder,"39,702",328.705,2.816,331.521,40.755348,–77.072954,16.3
NM,35053,Socorro,"17,866","6,646.68",2.07,"6,648.75",33.991614,–106.939003,19.58
CA,6095,Solano,"413,344",821.765,84.427,906.192,38.267226,–121.939594,20.18
ME,23025,Somerset,"52,228","3,924.40",169.128,"4,093.53",45.507482,–69.976040,15.27
MD,24039,Somerset,"26,470",319.723,290.629,610.352,38.07445,–75.853323,16.48
NJ,34035,Somerset,"323,444",301.813,3.044,304.857,40.565522,–74.619930,16.12
PA,42111,Somerset,"77,742","1,074.37",6.558,"1,080.93",39.981297,–79.028486,18.83
TX,48425,Somervell,"8,490",186.463,5.491,191.954,32.217942,–97.769211,20.52
CA,6097,Sonoma,"483,878","1,575.85",192.098,"1,767.95",38.532574,–122.945194,22.4
VA,51175,Southampton,"18,570",599.145,3.185,602.33,36.720173,–77.103856,10.19
AK,2240,Southeast Fairbanks [4],"7,029","24,768.81",290.656,"25,059.46",63.864997,–143.218628,16.15
GA,13255,Spalding,"64,073",196.469,3.122,199.591,33.262389,–84.286067,14.36
SC,45083,Spartanburg,"284,307",807.926,11.317,819.243,34.933239,–81.991053,18.71
IN,18147,Spencer,"20,952",396.744,4.682,401.426,38.009789,–87.010645,24.58
KY,21215,Spencer,"17,061",186.677,4.98,191.657,38.026976,–85.321525,17.2
SD,46115,Spink,"6,415","1,503.93",5.816,"1,509.74",44.931034,–98.339644,15.67
WA,53063,Spokane,"471,221","1,763.79",16.912,"1,780.70",47.620379,–117.404392,17.19
VA,51177,Spotsylvania,"122,397",401.496,12.76,414.256,38.182311,–77.656280,16.62
LA,22087,St. Bernard,"35,897",377.517,"1,780.56","2,158.07",29.91811,–89.263494,14.15
LA,22089,St. Charles,"52,780",279.083,131.546,410.629,29.913833,–90.359314,14.37
MO,29183,St. Charles,"360,485",560.435,32.172,592.607,38.781102,–90.674915,18.5
AL,1115,St. Clair,"83,593",631.902,21.738,653.64,33.712963,–86.315663,21.7
IL,17163,St. Clair,"270,056",657.759,16.274,674.033,38.470198,–89.928546,16.35
MI,26147,St. Clair,"163,040",721.17,115.336,836.506,42.928804,–82.668914,14.83
MO,29185,St. Clair,"9,805",669.983,32.068,702.051,38.039069,–93.773077,12.83
WI,55109,St. Croix,"84,345",722.329,13.355,735.684,45.028959,–92.447284,13.83
AR,5123,St. Francis,"28,258",634.771,7.741,642.512,35.014438,–90.742199,21.31
MO,29187,St. Francois,"65,359",451.887,2.787,454.674,37.810707,–90.473868,16.45
LA,22091,St. Helena,"11,203",408.403,1.085,409.488,30.821423,–90.709350,16.9
LA,22093,St. James,"22,102",241.537,16.422,257.959,30.02482,–90.793956,14.49
LA,22095,St. John the Baptist,"45,924",213.071,134.566,347.637,30.117471,–90.504677,16.98
FL,12109,St. Johns,"190,039",600.655,220.87,821.525,29.890593,–81.383914,15.32
IN,18141,St. Joseph,"266,931",457.85,3.535,461.385,41.617699,–86.288159,15.73
MI,26149,St. Joseph,"61,295",500.591,20.441,521.032,41.911488,–85.522870,19.61
LA,22097,St. Landry,"83,384",923.879,15.102,938.981,30.583441,–91.989275,16.21
NY,36089,St. Lawrence,"111,944","2,680.38",141.062,"2,821.44",44.488113,–75.074311,24.06
MN,27137,St. Louis,"200,226","6,247.40",612.102,"6,859.50",47.583852,–92.463645,23.69
MO,29189,St. Louis,"998,954",507.8,15.218,523.018,38.640702,–90.445954,19.66
MO,29510,St. Louis [9],"319,294",61.909,4.125,66.034,38.635699,–90.244582,7.42
FL,12111,St. Lucie,"277,789",571.926,116.181,688.107,27.380775,–80.443364,18.51
LA,22099,St. Martin,"52,160",737.648,78.842,816.49,30.121433,–91.611481,24.35
LA,22101,St. Mary,"54,650",555.379,564.044,"1,119.42",29.629349,–91.463804,17.95
